unique_name,qualifer,significance,estrong,dstrong,original,esv_name
Holon@Jos.15.51,Hilen,- Named,H2432,H2432,חִילֵן,Hilen
Holon@Jer.48.21,,- Named,H2473H,H2473,חֹלוֹן,Holon
Holy_Place@Exo.26.33,,- Named,H6944J,H6944,קֹ֫דֶשׁ,Holy Place
Holy_Place@Exo.26.33,,- (same as previous),H6944J,H6944,קֹ֫דֶשׁ,Holy Place
Holy_Place@Exo.26.33,,Greek,G0039G,G0039,ἅγιον,Holy Place
Hor_Mount@Num.20.22,,- Named,H2023G,H2023,הֹר,(Mount )Hor
Hor_Mount@Num.34.7,,- Named,H2023H,H2023,הֹר,(Mount )Hor
Horem@Jos.19.38,,- Named,H2765,H2765,חֳרֵם,Horem
Horesh@1Sa.23.15,,- Named,H2793G,H2793,חֹ֫רֶשׁ,Horesh (KJV= a wood)
Hor-haggidgad@Num.33.32,,- Named,H2735,H2735,חֹר הַגִּדְגָּד,Hor-haggidgad (NIV= Hor Haggidgad)
Hor-haggidgad@Num.33.32,Gudgodah,- Named,H1412,H1412,גֻּדְגֹּ֫דָה,Gudgodah
Horonaim@Isa.15.5,,- Named,H2773,H2773,חֹרֹנַיִם,Horonaim
Horonaim@Isa.15.5,,- (same as previous),H2773,H2773,חֹרֹנַיִם,- (NIV= Horonaim [LXX])
Horse_Gate@Neh.3.28,,- Named,H5483B,H5483b,סוּס,Horse( Gate)
Hosah@Jos.19.29,,- Named,H2621G,H2621,חֹסָה,Hosah
House_of_the_Forest@Isa.22.8,," - Name Combined",H3293I,,H3293a,House/ of the Forest
House_of_the_Forest_of_Lebanon@1Ki.7.2,," - Name Combined",H3844J,,H3844,House/ of the Forest of Lebanon (NIV= Palace of the Forest of Lebanon)
Hukkok@Jos.19.34,,- Named,H2712A,H2712a,חֻקֹֿק,Hukkok
Humtah@Jos.15.54,,- Named,H2547,H2547,חֻמְטָה,Humtah
Ibleam@Jos.17.11,,- Named,H2991,H2991,יִבְלְעָם,Ibleam
Ibleam@Jos.17.11,,- Spelled Combined,H6905G,,H6905,"Ible/-am (KJV, NIV= before the people)"
Ibleam@Jos.17.11,Bileam,- Named,H1109B,H1109b,בִּלְעָם,Bileam
Ibleam@Jos.17.11,Gath-rimmon,- Named,H1667H,H1667,גַּת־רִמּוֹן,Gath-rimmon (NIV= Gath Rimmon)
Iconium@Act.13.51,,- Named,G2430,G2430,Ἰκόνιον,Iconium
Idalah@Jos.19.15,,- Named,H3030,H3030,יִדְאֲלָה,Idalah
Idumea@Mrk.3.8,,- Named,G2401,G2401,Ἰδουμαία,Idumea
Iim@Jos.15.29,,- Named,H5864H,H5864,עִיִּים,Iim (NIV= Iyim)
Ijon@2Sa.24.6,,- Named,H5859,H5859,עִיּוֹן,Ijon
Ijon@2Sa.24.6,Jaan,- Named,H1842,H1842,יַעַן,Jaan (ESV= Dan they went)
Illyricum@Rom.15.19,,- Named,G2437,G2437,Ἰλλυρικόν,Illyricum
Immer@Ezr.2.59,,- Named,H0564I,H0564,אִמֵּר,Immer
India@Est.1.1,,- Named,H1912,H1912,הֹ֫דּוּ,India
Iphtah@Jos.15.43,,- Named,H3316G,H3316,יִפְתָּח,Iphtah
Iphtahel_Valley@Jos.19.14,," - Name Combined",H3317,,H3317,Valley/ of Iphtahel (KJV= valley of Jiphthah-el; NIV= Valley of Iphtah El)
Irpeel@Jos.18.27,,- Named,H3416,H3416,יִרְפְּאֵל,Irpeel
Italy@Act.18.2,,- Named,G2482,G2482,Ἰταλία,Italy
Italy@Act.18.2,,- Group,G2483,G2483,Ἰταλικός,Italian
Ithlah@Jos.19.42,,- Named,H3494,H3494,יִתְלָה,Ithlah
Ithnan@Jos.15.23,,- Named,H3497,H3497,יִתְנָ֑ן,Ithnan
Ituraea@Luk.3.1,,- Named,G2484,G2484,Ἰτουραΐα,Ituraea (KJV= Ituraea; NIV= Iturea)
Iye-abarim@Num.21.11,,- Named,H5863,H5863,עִיֵּי הָעֲבָרִים,Iye-abarim (KJV= Ije-abarim; NIV= Iye Abarim)
Iyim@Num.33.45,,- Named,H5864G,H5864,עִיִּים,Iyim (KJV= Iim; NIV= Iye)
Jabbok@Gen.32.22,,- Named,H2999,H2999,יַבֹּק,Jabbok
Jabesh-gilead@Jdg.21.8,Jabesh,- Named,H3003G,H3003,יָבֵשׁ,Jabesh
Jabesh-gilead@Jdg.21.8,," - Name Combined",H3003I,,H3003,Jabesh/-gilead (NIV= Jabesh Gilead)
Jabez@1Ch.2.55,,- Named,H3258G,H3258,יַעְבֵּץ,Jabez
Jabneel@Jos.15.11,,- Named,H2995G,H2995,יַבְנְאֵל,Jabneel
Jabneel@Jos.15.11,Jabneh,- Named,H2996,H2996,יַבְנֶה,Jabneh
Jabneel@Jos.19.33,,- Named,H2995H,H2995,יַבְנְאֵל,Jabneel
Jagur@Jos.15.21,,- Named,H3017,H3017,יָגוּר,Jagur
Jahaz@Num.21.23,,- Named,H3096,H3096,יַ֫הַץה,Jahaz
Jahaz@Num.21.23,,- (same as previous),H3096,H3096,יַ֫הַץ,Jahaz
Jahaz@Num.21.23,,- (same as previous),H3096,H3096,יַ֫הַץה,Jahaz (KJV= Jahazah)
Jahaz@Num.21.23,Jahzah,- (same as previous),H3096,H3096,יַ֫הַץה,Jahzah (KJV= Jahazah)
Jahaz@Num.21.23,Jahzah,- (same as previous),H3096,H3096,יַ֫הַץה,Jahzah
Jair@Jos.13.30,,- Named,H2971H,H2971,יָאִיר,Jair
Janim@Jos.15.53,,- Named,H3241,H3241,יָנוּם,"Janim (=Ketiv. Qere, KJV= Janum)"
Janoah@2Ki.15.29,,- Named,H3239A,H3239a,יָנוֹחַ,Janoah
Janoah@Jos.16.6,,- Named,H3239B,H3239b,יָנ֫וֹחָה,Janoah
Japhia@Jos.19.12,,- Named,H3309H,H3309,יָפִיעַ,Japhia
Jarmuth@Jos.10.3,,- Named,H3412G,H3412,יַרְמוּת,Jarmuth
Jarmuth@Jos.21.29,,- Named,H3412H,H3412,יַרְמוּת,Jarmuth
Jattir@Jos.15.48,,- Named,H3492,H3492,יַתִּיר,Jattir
Greece@Isa.66.19,,- Named,H3120H,H3120,יָוָן,Greece
Greece@Isa.66.19,Javan,- (same as previous),H3120H,H3120,יָוָן,Javan
Greece@Isa.66.19,wine,- (same as previous),H3120H,H3120,יָוָן,wine (KJV= Javan)
Greece@Isa.66.19,Hellenist,Greek,G1675,G1675,Ἑλληνιστής,Hellenist
Greece@Isa.66.19,,- Named,G1671,G1671,Ἑλλάς,Greece
Jazer@Num.21.32,,- Named,H3270G,H3270,יַעְזֵר,Jazer
Jazer_Sea@Jer.48.32,,- Named,H3270H,H3270,יַעְזֵר,(Sea of )Jazer
Jehud@Jos.19.45,,- Named,H3055,H3055,יְהֻד,Jehud
Jekabzeel@Neh.11.25,,- Named,H3343,H3343,יְקַבְצְאֵל,Jekabzeel
Jericho@Num.22.1,,- Named,H3405G,H3405,יְרִיחוֹ,Jericho
Jericho@Num.22.1,City_of_Palms,- Named,H5899,H5899,עִיר הַתְּמָרִים,Jericho
Jericho@Num.22.1,,Greek,G2410,G2410,Ἱεριχώ,Jericho
Jericho_Valley@Deu.34.3,," - Name Combined",H3405H,,H3405,Valley/ of Jericho
Jericho_Valley@Deu.34.3,,- (same as previous),H3405H,,H3405,Plain (KJV= plain; NIV= region)
Jeruel@2Ch.20.16,,- Named,H3385,H3385,יְרוּאֵל,Jeruel
Jerusalem@Jos.10.1,,- Named,H3389,H3389,"יְרוּשָׁלִַ֫ם, יְרוּשְׁלֵם",Jerusalem
Jerusalem@Jos.10.1,,- Aramaic,H3390,H3390,"יְרוּשָׁלִַ֫ם, יְרוּשְׁלֵם",Jerusalem
Jerusalem@Jos.10.1,Ariel,- Named,H0740H,H0740,אֲרִיאֵל,Ariel
Hephzibah,My_Delight_Is_in_Her,- Named,H2657H,H2657,חֶפְצִי־בָהּ,My Delight Is in Her(KJV= Hephzibah)
Jerusalem@Jos.10.1,Forsaken,- Named,H5800G,H5800a,עָזַב,Forsaken (NIV= Deserted)
Jerusalem@Jos.10.1,Desolate,- Named,H8077G,H8077a,שְׁמָמָה,Desolate
Beulah,Married,- Named,H1166G,H1166,בָּעַל,"Married (KJV, NIV= Beulah)"
Jerusalem@Jos.10.1,Jebus,- Named,H2982,H2982,יְבוּס,Jebus
Jerusalem@Jos.10.1,Jebus,- Spelled,H2983H,H2983,יְבוּסִי,Jebus
Jerusalem@Jos.10.1,Jebusite,- (same as previous),H2983H,H2983,יְבוּסִי,Jebusite
Jerusalem@Jos.10.1,Lord_Is_There," - Name Combined",H3068H,,H3068,The Lord/ Is There
Jerusalem@Jos.10.1,Lord_Is_There,- (same as previous),H3074,H3074,יְהֹוָה שָׁמָּה,The Lord/ Is There
Jerusalem@Jos.10.1,City_of_the_Lord," - Name Combined",H3068I,,H3068,City/ of the Lord
Jerusalem@Jos.10.1,Salem,- Named,H8004,H8004,שָׁלֵם,Salem
Jerusalem@Jos.10.1,Zion,- Named,H6726,H6726,צִיּוֹן,Zion
Jerusalem@Jos.10.1,Zion_Mount,- (same as previous),H6726,H6726,צִיּוֹן,(Mount )Zion
Jerusalem@Jos.10.1,,Greek,G2414,G2414,Ἱεροσόλυμα,Jerusalem
Jerusalem@Jos.10.1,,- Spelled,G2419,G2419,Ἱερουσαλήμ,Jerusalem
Jerusalem@Jos.10.1,,- Spelled,G2415,G2415,Ἱεροσολυμίτης,Jerusalem
Jerusalem@Jos.10.1,Salem,- Named,G4532,G4532,Σαλήμ,Salem
Jerusalem@Jos.10.1,Zion,- Named,G4622,G4622,Σιών,Zion
Jerusalem@Jos.10.1,Zion_Mount,- (same as previous),G4622,G4622,Σιών,(Mount )Zion (KJV= Sion)
Jeshanah@2Ch.13.19,,- Named,H3466G,H3466,יְשָׁנָה,Jeshanah
Jeshimon@1Sa.23.19,,- Named,H3452G,H3452,יְשִׁימוֹן,Jeshimon
Jeshua@Neh.11.26,,- Named,H3442M,H3442,יֵשׁוּעַ,Jeshua
Jetur@1Ch.5.19,,- Named,H3195H,H3195,יְטוּר,Jetur
Jezreel@Jos.15.56,,- Named,H3157G,H3157,יִזְרְעֶאל,Jezreel
Jezreel@Jos.15.56,,- Spelled,H3158G,H3158,יִזְרְעֵאלִי,Jezreel
Jezreel@Jos.19.18,,- Named,H3157H,H3157,יִזְרְעֶאל,Jezreel
Jezreel@Jos.19.18,,- Group,H3158H,H3158,יִזְרְעֵאלִי,Jezreelite
Jezreel@Jos.19.18,,- Group,H3159,H3159,יִזְרְעֵאלִית,Jezreelitess
Jezreel@2Sa.4.4,,- Named,H3157I,H3157,יִזְרְעֶאל,Jezreel
Jezreel_Valley@Jos.17.16,," - Name Combined",H3157L,,H3157,Valley/ of Jezreel
Jogbehah@Num.32.35,,- Named,H3011,H3011,יׇגְבְּהָה,Jogbehah
Jokdeam@Jos.15.56,,- Named,H3347,H3347,יׇקְדְעָם,Jokdeam
Jokneam@Jos.12.22,,- Named,H3362,H3362,יׇקְנְעָם,Jokneam
Jokneam@Jos.12.22,Jokmeam,- Named,H3361G,H3361,יׇקְמְעָם,Jokmeam (KJV= Jokneam)
Joktheel@Jos.15.38,,- Named,H3371G,H3371,יׇקְתְאֵל,Joktheel
Joppa@Jos.19.46,,- Named,H3305,H3305,יָפוֹ,Joppa
Joppa@Jos.19.46,,Greek,G2445,G2445,Ἰόππη,Joppa
Jordan@Gen.13.10,,- Named,H3383,H3383,יַרְדֵּן,Jordan
Jordan@Gen.13.10,,Greek,G2446,G2446,Ἰορδάνης,Jordan
Jotbah@2Ki.21.19,,- Named,H3192,H3192,יׇטְבָה,Jotbah
Jotbathah@Num.33.33,,- Named,H3193,H3193,יׇטְבָ֫תָה,Jotbathah
Judea@Ezr.9.9,,- Named,H3063N,H3063,יְהוּדָה,Judea (KJV= Judah)
Judea@Ezr.9.9,,- (same as previous),H3063N,H3063,יְהוּדָה,Judean
Judea@Ezr.9.9,,- Group,H3064H,H3064,יְהוּדִי,Judean
Judea@Ezr.9.9,,Greek,G2449,G2449,Ἰουδαία,Judea
Judea@Ezr.9.9,,- (same as previous),G2449,G2449,Ἰουδαία,Judea (KJV= Galilee)
Judea@Ezr.9.9,,- (same as previous),G2449,G2449,Ἰουδαία,Judean
Judea@Ezr.9.9,,- Group,G2453H,G2453,Ἰουδαῖος,Jewish
Judea@Ezr.9.9,,- (same as previous),G2453H,G2453,Ἰουδαῖος,Judea
Juttah@Jos.15.55,,- Named,H3194,H3194,יֻטָּה,Juttah
Kabzeel@Jos.15.21,,- Named,H6909,H6909,קַבְצְאֵל,Kabzeel
Kadesh@2Sa.24.6,,- Named,H8483,H8483,תַּחְתִּים חׇדְשִׁי,Kadesh (KJV= Tahtim-hodshi; NIV= Tahtim Hodshi)
Kadesh-barnea@Num.32.8,,- Named,H6946G,H6946,קָדֵשׁ,Kadesh
Kadesh-barnea@Num.32.8,,- Spelled,H6943H,H6943,קֶ֫דֶשׁ,Kedesh
Kadesh-barnea@Num.32.8,,- Named,H6947,H6947,קָדֵשׁ בַּרְנֵעַ,Kadesh-barnea (NIV= Kadesh Barnea)
Kadesh-barnea@Num.32.8,En-mishpat,- Named,H5880,H5880,עֵין מִשְׁפָּט,En-mishpat (NIV= En Mishpat)
Kain@Num.24.22,,- Named,H7014A,H7014a,קַ֫יִן,Kain (KJV= Cain)
Kamon@Jdg.10.5,,- Named,H7056,H7056,קָמוֹן,Kamon
Kanah@Jos.16.8,,- Named,H7071G,H7071,קָנָה,Kanah
Karka@Jos.15.3,,- Named,H7173,H7173,קַרְקַע,Karka
Karkor@Jdg.8.10,,- Named,H7174,H7174,קַרְקֹר,Karkor
Kartan@Jos.21.32,,- Named,H7178,H7178,קַרְתָּן,Kartan
Kartan@Jos.21.32,,- (same as previous),H7156H,H7156,קִרְיָתַ֫יִם,Kartan
Kedemoth@Deu.2.26,,- Named,H6932,H6932,קְדֵמוֹת,Kedemoth
Kedesh@Jos.12.22,,- Named,H6943G,H6943,קֶ֫דֶשׁ,Kedesh
Kedesh@Jos.12.22,Kedesh-naphtali," - Name Combined",H6943J,,H6943,Kedesh/-naphtali (NIV= Kedesh in Naphtali)
Kehelathah@Num.33.22,,- Named,H6954,H6954,קְהֵלָ֫תָה,Kehelathah
Keilah@Jos.15.44,,- Named,H7084,H7084,קְעִילָה,Keilah
Kenath@Num.21.30,,- Named,H7079,H7079,קְנָת,Kenath
Kenath@Num.21.30,Nobah,- Named,H5025H,H5025,נֹ֫בַח,Nobah
Kenath@Num.21.30,Nophah,- Named,H5302,H5302,נֹ֫פַח,Nophah
Kerioth-hezron@Jos.15.25,," - Name Combined",H7152G,,H7152,Kerioth/-hezron (KJV= Kerioth and Hezron; NIV= Kerioth Hezron)
Kibroth-hattaavah@Num.11.34,,- Named,H6914,H6914,קִבְרוֹת הַתַּאֲוָה,Kibroth-hattaavah (NIV= Kibroth Hattaavah)
Kibzaim@Jos.21.22,,- Named,H6911,H6911,קִבְצַיִם,Kibzaim
Kibzaim@Jos.21.22,Jokmeam,- Named,H3361H,H3361,יׇקְמְעָם,Jokmeam
Kidron@2Sa.15.23,,- Named,H6939,H6939,קִדְרוֹן,Kidron
Kidron@2Sa.15.23,Valley_of_Jehoshaphat," - Name Combined",H3092K,,H3092,Valley/ of Jehoshaphat
Kidron@2Sa.15.23,,Greek,G2748,G2748,κέδρος,Kidron (KJV= Kidron Valley)
Kinah@Jos.15.22,,- Named,H7016,H7016,קִינָה,Kinah
King's_Highway@Num.20.17,," - Name Combined",H4428I,,H4428,King's/ Highway
King's_Valley@Gen.14.17,," - Name Combined",H4428L,,H4428,King's/ Valley (KJV= king's dale)
Kir@1Sa.22.3,,- Named,H7024B,H7024b,קִיר,Kir
Kir@1Sa.22.3,,- Spelled,H7024A,H7024a,קִיר,Kir
Kir@1Sa.22.3,,- Named,H7025,H7025,קִיר חֶרֶשׂ,Kir-hareseth (NIV= Kir Hareseth)
Kir@1Sa.22.3,Mizpeh,- Named,H4708H,H4708,מִצְפֶּה,Mizpeh
Kiriathaim@Gen.14.5,,- Named,H7156G,H7156,קִרְיָתַ֫יִם,Kiriathaim
Kiriathaim@Gen.14.5,Shaveh Kiriathaim,- Named,H7741,H7741,שָׁוֵה קִרְיָתַיִם,Shaveh Kiriathaim
Kiriathaim@Gen.14.5,Kerioth,- Named,H7152H,H7152,קְרִיּוֹת,Kerioth
Kerioth,cities,- (same as previous),H7152H,H7152,קְרִיּוֹת,"cities (KJV, NIV= Kerioth)"
Kiriathaim@1Ch.6.76,,- Named,H7156I,H7156,קִרְיָתַ֫יִם,Kiriathaim
Kiriath-huzoth@Num.22.39,,- Named,H7155,H7155,קִרְיַת חֻצוֹת,Kiriath-huzoth (KJV= Kirjath-huzoth; NIV= Kiriath Huzoth)
Kiriath-jearim@Jos.9.17,,- Named,H7157,H7157,קִרְיַת יְעָרִים,Kiriath-jearim (KJV= Kirjath-jearim; NIV= Kiriath Jearim)
Kiriath-jearim@Jos.9.17,,- (same as previous),H7157,H7157,קִרְיַת יְעָרִים,Kiriath-jearim (KJV= Kirjath; NIV= Kiriath)
Kiriath-jearim@Jos.9.17,Kiriath-arim,- (same as previous),H7157,H7157,קִרְיַת יְעָרִים,Kiriath-arim (NIV= Kiriath Jearim)
Kiriath-jearim@Jos.9.17,Kiriath-baal,- Named,H7154,H7154,קִרְיַת בַּעַל,Kiriath-baal (NIV= Kiriath Baal)
Kiriath-jearim@Jos.9.17,Baalah,- Named,H1173I,H1173,בַּעֲלָה,Baalah
Kiriath-jearim@Jos.9.17,Baale-judah,- Named,H1173I,,H1173,Baale-judah (KJV= Baale of Judah; NIV= Baalah in Judah)
Kiriath-jearim@Jos.9.17,Baale-judah,- (same as previous),H1184,H1184,בַּעֲלֵי יְהוּדָה,Baale-judah (KJV= Baale of Judah; NIV= Baalah in Judah)
Kiriath-jearim@Jos.9.17,Jaar,- Named,H3293G,H3293a,יַ֫עַר,Jaar
Kishion@Jos.19.20,,- Named,H7191,H7191,קִשְׁיוֹן,Kishion
Kishion@Jos.19.20,Kedesh,- Named,H6943I,H6943,קֶ֫דֶשׁ,Kedesh
Kishon@Jdg.4.7,,- Named,H7028,H7028,קִישׁוֹן,Kishon
Kitron@Jdg.1.30,,- Named,H7003,H7003,קִטְרוֹן,Kitron
Kitron@Jdg.1.30,Kartah,- Named,H7177,H7177,קַרְתָּה,Kartah
Kitron@Jdg.1.30,Kattath,- Named,H7005,H7005,קַטָּת,Kattath
Koa@Ezk.23.23,,- Named,H6970,H6970,קוֹעַ,Koa
Kue@1Ki.10.28,,- Named,H4723A,H4723a,קֹוֶה,Kue
Laban@Deu.1.1,,- Named,H3837B,H3837b,לָבָן,Laban
Lachish@Jos.10.3,,- Named,H3923,H3923,לָכִישׁ,Lachish
Lahmam@Jos.15.40,,- Named,H3903,H3903,לַחְמָס,Lahmam
Laishah@Isa.10.30,,- Named,H3919C,H3919c,לַ֫יְשָׁה,Laishah
Lakkum@Jos.19.33,,- Named,H3946,H3946,לַקּוּם,Lakkum
Laodicea@Col.2.1,,- Named,G2993,G2993,Λαοδίκεια,Laodicea
Laodicea@Col.2.1,,- Group,G2994,G2994,Λαοδικεύς,Laodicean
Lasea@Act.27.8,,- Named,G2996,G2996,Λασαία,Lasea
Lasha@Gen.10.19,,- Named,H3962,H3962,לֶ֫שַׁע,Lasha
Lasha@Gen.10.19,Nahaliel,- Named,H5160,H5160,נַחֲלִיאֵל,Nahaliel
Lasharon@Jos.12.18,,- Named,H8289G,H8289,שָׁרוֹן,Lasharon
Lebanon@Deu.1.7,,- Named,H3844G,H3844,לְבָנוֹן,Lebanon
Lebanon_Mount@Jdg.3.3,,- Named,H3844H,H3844,לְבָנוֹן,(Mount )Lebanon
Lebanon_Valley@Jos.11.17,," - Name Combined",H3844I,,H3844,Valley/ of Lebanon
Lebaoth@Jos.15.32,,- Named,H3822,H3822,לְבָאוֹת,Lebaoth
Leb-kamai@Jer.51.1,," - Name Combined",H3820B,,H3820b,Leb/-kamai (KJV= in the midst; NIV= Leb Kamai)
Lebonah@Jdg.21.19,,- Named,H3829,H3829,לְבוֹנָה,Lebonah
Lehi@Jdg.15.9,,- Named,H3896,H3896,לֶחִי,Lehi
Lehi@Jdg.15.9,,- (same as previous),H3896,H3896,לֶחִי,Lehi (KJV= a troop; NIV= a place)
Lehi@Jdg.15.9,,- Named,H3895G,H3895,לְחִי,Lehi (KJV= in the jaw)
Libnah@Num.33.20,,- Named,H3841G,H3841,לִבְנָה,Libnah
Libnah@Jos.10.29,,- Named,H3841H,H3841,לִבְנָה,Libnah
Libya@2Ch.12.3,,- Named,H3864,H3864,לוּב,Libyan
Libya@2Ch.12.3,,- Spelled,H3552,H3552,כּוּב,Libya (KJV= Chub; NIV= Kub)
Libya@2Ch.12.3,,Greek,G3033,G3033,Λιβύη,Libya
Lod@1Ch.8.12,,- Named,H3850,H3850,לֹד,Lod
Lod@1Ch.8.12,Lydda,Greek,G3069,G3069,Λύδδα,Lydda
Lo-debar@Jos.13.26,,- Named,H3810,H3810,לֹא דְבָר,Lo-debar (NIV= Lo Debar)
Lo-debar@Jos.13.26,Debir,- Named,H1688B,H1688b,לִדְבִר,Debir
Luhith@Isa.15.5,,- Named,H3872,H3872,לוּחִית,Luhith (=Qere. Ketiv= Luhoth)
Luhith@Isa.15.5,,- (same as previous),H3872,H3872,לוּחִית,Luhith
Luz@Jdg.1.26,,- Named,H3870G,H3870,לוּז,Luz
Lycaonia@Act.14.6,,- Named,G3071,G3071,Λυκαονία,Lycaonia
Lycaonia@Act.14.6,,- Group,G3072,G3072,Λυκαονιστί,Lycaonian
Lycia@Act.27.5,,- Named,G3073,G3073,Λυκία,Lycia
Lystra@Act.14.6,,- Named,G3082,G3082,Λύστρα,Lystra
Maacath@Jos.13.13,Maacah,- Named,H4601R,H4601,מַעֲכָה,Maacah (KJV= Maachah; NIV= Maakah)
Maacah@Jos.13.13,Maacath,- (same as previous),H4601R,H4601,מַעֲכָה,Maacath (KJV=Maachathite; NIV= Maakah)
Maacah@Jos.13.13,,- Group,H4602,H4602,מַעֲכָתִי,Maacathite (KJV=Maachathite; NIV= Maakathite)
Maacath@Jos.13.13,Maacah,- (same as previous),H4602,H4602,מַעֲכָתִי,Maacah (KJV=Maachathite; NIV= Maakathite)
Maarath@Jos.15.59,,- Named,H4638,H4638,מַעֲרָת,Maarath
Maareh-geba@Jdg.20.33,," - Name Combined",H4629G,,H4629,Maareh/-geba (KJV= meadows of Gibeah; NIV= west of Gibeah)
Macedonia@Act.16.9,,- Named,G3109,G3109,Μακεδονία,Macedonia
Macedonia@Act.16.9,,- Spelled,G3110,G3110,Μακεδών,Macedonia
Macedonia@Act.16.9,,- (same as previous),G3110,G3110,Μακεδών,Macedonian
Machpelah@Gen.23.9,,- Named,H4375,H4375,מַכְפֵּלָה,Machpelah
Madmannah@Jos.15.31,,- Named,H4089G,H4089,מַדְמַנָּה,Madmannah
Madmannah@Jos.15.31,Beth-marcaboth,- Named,H1024,H1024,בֵּית מַרְכָּבוֹת,Beth-marcaboth (NIV= Beth Markaboth)
Madmen@Jer.48.2,,- Named,H4086,H4086,מַדְמֵן,Madmen
Madmenah@Isa.10.31,,- Named,H4088,H4088,מַדְמֵנָה,Madmenah
Madon@Jos.11.1,,- Named,H4068,H4068,מָדוֹן,Madon
Magadan@Mat.15.39,,- Named,G3093,G3093,"Μαγδαλά, Μαγαδάν",Magadan
Magadan@Mat.15.39,Dalmanutha,- Named,G1148,G1148,Δαλμανουθά,Dalmanutha
Magadan@Mat.15.39,Magdalene,- Named,G3094,G3094,Μαγδαληνή,Magdalene
Magbish@Ezr.2.30,,- Named,H4019,H4019,מַגְבִּישׁ,Magbish
Magog@Ezk.38.2,,- Named,H4031H,H4031,מָגוֹג,Magog
Magog@Ezk.38.2,,Greek,G3098,G3098,Μαγώγ,Magog
Mahanaim@Gen.32.2,,- Named,H4266,H4266,מַחֲנַיִם,Mahanaim
Mahaneh-dan@Jdg.13.25,,- Named,H4265,H4265,מַחֲנֵה־דָ֑ן,Mahaneh-dan (NIV= Mahaneh Dan)
Makaz@1Ki.4.9,,- Named,H4739,H4739,מָקַץ,Makaz
Makheloth@Num.33.25,,- Named,H4722,H4722,מַקְהֵלֹת,Makheloth
Makkedah@Jos.10.10,,- Named,H4719,H4719,מַקֵּדָה,Makkedah
Malta@Act.28.1,,- Named,G3194,G3194,Μελίτη,Malta
Mamre@Gen.13.18,,- Named,H4471G,H4471,מַמְרֵא,Mamre
Manahath@Jdg.20.43,,- Named,H4506A,H4506a,מָנַ֫חַת,Manahath
Manahath@Jdg.20.43,Nohah,- Named,H4496G,H4496,מְנוּחָה,Nohah (KJV= ease; NIV= easily)
Maon@Jos.15.55,,- Named,H4584G,H4584,מָעוֹן,Maon
Maon@Jos.15.55,,- (same as previous),H4584G,H4584,מָעוֹן,Maonite
Marah@Exo.15.23,,- Named,H4785,H4785,מָרָה,Marah
Mareal@Jos.19.11,,- Named,H4831,H4831,מַרְעֲלָה,"Mareal (KJV, NIV= Maralah)"
Mareshah@Jos.15.44,,- Named,H4762G,H4762,מָרֵשָׁה,Mareshah
Maroth@Mic.1.12,,- Named,H4796,H4796,מָרוֹת,Maroth
Mashal@1Ch.6.74,,- Named,H4913,H4913,מָשָׁל,Mashal
Masrekah@Gen.36.36,,- Named,H4957,H4957,מַשְׂרֵקָה,Masrekah
Massah@Exo.17.7,,- Named,H4532,H4532,מַסָּה,Massah
Mattanah@Num.21.18,,- Named,H4980,H4980,מַתָּנָה,Mattanah
Mearah@Jos.13.4,,- Named,H4632,H4632,מְעָרָה,Mearah (NIV= Arah)
Meconah@Neh.11.28,,- Named,H4368,H4368,מְכֹנָה,"Meconah (KJV, NIV= Mekonah)"
Medeba@Num.21.30,,- Named,H4311,H4311,מֵידְבָא,Medeba
Media@Ezr.6.2,,- Named,H4074H,H4074,מָדַי,Media
Media@Ezr.6.2,,- Aramaic,H4076H,H4076,מָדַי,Media
Megiddo@Jos.12.21,,- Named,H4023,H4023,מְגִדּוֹ,Megiddo
Megiddo@Jos.12.21,Armageddon,Greek,G0717,G0717,Ἀρμαγεδδών,Armageddon
Me-jarkon@Jos.19.46,,- Named,H4313,H4313,מֵי הַיַּרְקוֹן,Me-jarkon (NIV= Me Jarkon)
Memphis@Isa.19.13,,- Named,H5297,H5297,"נֹף, מֹף",Memphis
Memphis@Isa.19.13,,- Spelled,H4644,H4644,מֹף,Memphis
Mephaath@Jos.13.18,,- Named,H4158,H4158,מֵיפַ֫עַת,Mephaath (=Qere. Ketiv= Mophaath)
Meribah@Exo.17.7,,- Named,H4809G,H4809,מְרִיבָה,Meribah
Meribah@Num.20.13,,- Named,H4809H,H4809,מְרִיבָה,Meribah
Meribah-kadesh@Deu.32.51,," - Name Combined",H4809I,,H4809,Meribah/-kadesh (KJV= strife in Kadesh)
Merom@Jos.11.5,,- Named,H4792,H4792,מֵרוֹם,Merom
Meronothite@1Ch.27.30,,- Group,H4824,H4824,מֵרֹנֹתִי,Meronothite
Meroz@Jdg.5.23,,- Named,H4789,H4789,מֵרוֹז,Meroz
Mesha@Gen.10.30,,- Named,H4852,H4852,מֵשָׁא,Mesha
Meshech@Psa.120.5,,- Named,H4902H,H4902,מֶ֫שֶׁךְ,Meshech (NIV= Meshek)
Meshech@Psa.120.5,,- (same as previous),H4902H,H4902,מֶ֫שֶׁךְ,Meshech (KJV= Mesech; NIV= Meshek)
Meshech-Tubal@Ezk.32.26,," - Name Combined",H4902I,,H4902,Meshech/-Tubal (KJV= Meshech + Tubal; NIV= Meshek + Tubal)
Mesopotamia@Gen.24.10,,- Named,H0763G,H0763,אֲרַם נַהֲרַיִם,Mesopotamia
